"BillID","Major","MajorProb","Minor","MinorProb","Private"
"114-hr-5040",15,0.19,1525,0.31,0
"114-hr-5041",17,0.15,1798,0.65,0
"114-hr-5042",20,0.37,2002,0.65,0
"114-hr-5043",6,0.63,602,0.82,0
"114-hr-5044",20,0.7,2000,0.87,0
"114-hr-5045",3,0.17,321,0.24,0
"114-hr-5046",3,0.18,342,0.51,0
"114-hr-5047",6,0.51,601,0.68,0
"114-hr-5048",15,0.19,1525,0.3,0
"114-hr-5049",3,0.16,398,0.5,0
"114-hr-505",15,0.18,1525,0.27,0
"114-hr-5050",8,0.24,803,0.89,0
"114-hr-5051",20,0.56,2002,0.63,0
"114-hr-5052",15,0.21,1525,0.28,0
"114-hr-5053",12,0.37,1207,0.35,0
"114-hr-5054",4,0.64,400,0.36,0
"114-hr-5055",8,0.44,806,0.38,0
"114-hr-5056",10,0.39,1003,0.83,0
"114-hr-5057",16,0.53,1608,0.69,0
"114-hr-5058",15,0.62,1504,0.62,0
"114-hr-5059",15,0.18,1525,0.31,0
"114-hr-506",15,0.2,1525,0.32,0
"114-hr-5060",16,0.59,1608,0.63,0
"114-hr-5061",6,0.78,601,0.58,0
"114-hr-5062",13,0.21,1303,0.54,0
"114-hr-5063",15,0.17,1501,0.38,0
"114-hr-5064",15,0.8,1521,0.61,0
"114-hr-5065",15,0.18,1525,0.31,0
"114-hr-5066",15,0.19,1502,0.52,0
"114-hr-5067",12,0.49,1211,0.26,0
"114-hr-5068",12,0.22,1207,0.2,0
"114-hr-5069",17,0.28,1709,0.86,0
"114-hr-507",20,0.54,2011,0.64,0
"114-hr-5070",7,0.47,701,0.89,0
"114-hr-5071",10,0.24,1003,0.73,0
"114-hr-5072",6,0.61,601,0.42,0
"114-hr-5073",3,0.22,398,0.81,0
"114-hr-5074",6,0.72,602,0.69,0
"114-hr-5075",15,0.2,1525,0.31,0
"114-hr-5076",15,0.28,1501,0.36,0
"114-hr-5077",16,0.48,1603,0.46,0
"114-hr-5078",15,0.22,1525,0.49,0
"114-hr-5079",12,0.2,1207,0.21,0
"114-hr-508",15,0.2,1525,0.31,0
"114-hr-5080",12,0.79,1209,0.51,0
"114-hr-5081",12,0.24,1201,0.42,0
"114-hr-5082",15,0.22,1525,0.19,0
"114-hr-5083",10,0.18,1002,0.51,0
"114-hr-5084",16,0.33,1699,0.53,0
"114-hr-5085",14,0.66,1400,0.38,0
"114-hr-5086",21,0.37,2103,0.48,0
"114-hr-5087",20,0.5,2008,0.69,0
"114-hr-5088",20,0.5,2002,0.6,0
"114-hr-5089",15,0.2,1525,0.31,0
"114-hr-509",6,0.71,601,0.98,0
"114-hr-5090",10,0.53,1003,0.84,0
"114-hr-5091",3,0.51,302,0.41,0
"114-hr-5092",15,0.31,1525,0.74,0
"114-hr-5093",12,0.19,1201,0.3,0
"114-hr-5094",19,0.51,1921,0.91,0
"114-hr-5095",15,0.17,1525,0.27,0
"114-hr-5096",20,0.18,2002,0.52,0
"114-hr-5097",15,0.2,1525,0.31,0
"114-hr-5098",15,0.16,1525,0.3,0
"114-hr-5099",15,0.2,1525,0.31,0
"114-hr-51",10,0.17,1002,0.72,0
"114-hr-510",16,0.56,1608,0.39,0
"114-hr-5100",3,0.27,302,0.21,0
"114-hr-5101",15,0.24,1525,0.24,0
"114-hr-5102",9,0.68,900,1,0
"114-hr-5103",9,0.59,900,1,0
"114-hr-5104",15,0.2,1525,0.33,0
"114-hr-5105",20,0.52,2002,0.64,0
"114-hr-5106",15,0.2,1525,0.28,0
"114-hr-5107",13,0.36,1303,0.75,0
"114-hr-5108",99,0.36,9900,1,0
"114-hr-5109",12,0.3,1204,0.38,0
"114-hr-511",5,0.75,505,0.3,0
"114-hr-5110",12,0.22,1208,0.46,0
"114-hr-5111",15,0.83,1525,0.67,0
"114-hr-5112",15,0.62,1525,0.51,0
"114-hr-5113",15,0.93,1521,0.98,0
"114-hr-5114",7,0.51,709,0.8,0
"114-hr-5115",15,0.34,1525,0.36,0
"114-hr-5116",15,0.19,1525,0.29,0
"114-hr-5117",17,0.23,1709,0.54,0
"114-hr-5118",15,0.2,1525,0.31,0
"114-hr-5119",19,0.42,1921,0.95,0
"114-hr-512",17,0.16,1798,0.53,0
"114-hr-5120",15,0.19,1525,0.29,0
"114-hr-5121",15,0.18,1525,0.32,0
"114-hr-5122",3,0.97,335,0.61,0
"114-hr-5123",5,0.18,503,0.74,0
"114-hr-5124",12,0.47,1201,0.25,0
"114-hr-5125",15,0.42,1520,0.55,0
"114-hr-5126",15,0.15,1501,0.26,0
"114-hr-5127",17,0.19,1709,0.45,0
"114-hr-5128",16,0.46,1608,0.74,0
"114-hr-5129",15,0.2,1525,0.31,0
"114-hr-513",20,0.54,2011,0.64,0
"114-hr-5130",15,0.2,1525,0.31,0
"114-hr-5131",20,0.51,2012,0.72,0
"114-hr-5132",21,0.61,2104,0.37,0
"114-hr-5133",3,0.81,322,0.43,0
"114-hr-5134",16,0.44,1608,0.46,0
"114-hr-5135",18,0.38,1807,0.47,0
"114-hr-5136",15,0.2,1525,0.31,0
"114-hr-5137",15,0.2,1501,0.26,0
"114-hr-5138",15,0.2,1525,0.31,0
"114-hr-5139",16,0.71,1615,0.34,0
"114-hr-514",12,0.29,1203,0.32,0
"114-hr-5140",15,0.16,1525,0.27,0
"114-hr-5141",13,0.28,1303,0.65,0
"114-hr-5142",12,0.38,1201,0.55,0
"114-hr-5143",15,0.68,1505,0.58,0
"114-hr-5144",14,0.75,1400,0.45,0
"114-hr-5145",3,0.96,335,0.79,0
"114-hr-5146",18,0.34,1807,0.44,0
"114-hr-5147",3,0.21,321,0.26,0
"114-hr-5148",2,0.5,208,0.57,0
"114-hr-5149",16,0.48,1608,0.94,0
"114-hr-515",12,0.75,1207,0.6,0
"114-hr-5150",20,1,2008,1,0
"114-hr-5151",16,0.9,1608,0.97,0
"114-hr-5152",6,0.91,601,0.56,0
"114-hr-5153",12,0.45,1204,0.78,0
"114-hr-5154",15,0.28,1525,0.37,0
"114-hr-5155",19,0.23,1921,0.6,0
"114-hr-5156",15,0.97,1521,0.7,0
"114-hr-5157",6,0.65,602,0.69,0
"114-hr-5158",15,0.16,1525,0.19,0
"114-hr-5159",21,0.32,2104,0.82,0
"114-hr-516",15,0.2,1525,0.31,0
"114-hr-5160",21,0.52,2101,0.77,0
"114-hr-5161",3,0.92,333,0.58,0
"114-hr-5162",15,0.21,1501,0.29,0
"114-hr-5163",1,0.3,100,0.41,0
"114-hr-5164",99,0.29,9900,1,0
"114-hr-5165",16,0.32,1608,0.7,0
"114-hr-5166",15,0.2,1525,0.31,0
"114-hr-5167",8,0.85,800,0.4,0
"114-hr-5168",20,0.56,2006,0.84,0
"114-hr-5169",5,0.24,502,0.5,0
"114-hr-517",16,0.79,1609,0.56,0
"114-hr-5170",13,0.36,1303,0.39,0
"114-hr-5171",15,0.2,1525,0.31,0
"114-hr-5172",8,1,806,0.74,0
"114-hr-5173",3,0.2,321,0.25,0
"114-hr-5174",6,0.65,601,0.62,0
"114-hr-5175",12,0.15,1204,0.28,0
"114-hr-5176",16,0.53,1608,0.75,0
"114-hr-5177",21,0.42,2101,0.74,0
"114-hr-5178",16,0.54,1608,0.76,0
"114-hr-5179",19,0.18,1927,0.64,0
"114-hr-518",3,0.29,321,0.49,0
"114-hr-5180",15,0.42,1525,0.84,0
"114-hr-5181",19,0.48,1921,0.37,0
"114-hr-5182",15,0.18,1501,0.25,0
"114-hr-5183",15,0.51,1505,0.58,0
"114-hr-5184",18,0.54,1804,0.63,0
"114-hr-5185",5,0.45,503,0.89,0
"114-hr-5186",6,0.28,601,0.81,0
"114-hr-5187",15,0.2,1525,0.31,0
"114-hr-5188",3,0.53,321,0.29,0
"114-hr-5189",3,0.2,342,0.52,0
"114-hr-519",1,0.47,107,0.88,0
"114-hr-5190",16,0.41,1608,0.58,0
"114-hr-5191",6,0.61,601,0.53,0
"114-hr-5192",10,0.53,1003,0.43,0
"114-hr-5193",15,0.17,1501,0.4,0
"114-hr-5194",3,0.38,321,0.57,0
"114-hr-5195",3,0.54,398,0.31,0
"114-hr-5196",3,0.66,301,0.29,0
"114-hr-5197",19,0.3,1921,0.72,0
"114-hr-5198",12,0.22,1207,0.21,0
"114-hr-5199",21,0.13,2104,0.31,0
"114-hr-52",9,0.84,900,1,0
"114-hr-520",6,0.55,601,0.74,0
"114-hr-5200",15,0.17,1525,0.28,0
"114-hr-5201",15,0.32,1525,0.37,0
"114-hr-5202",20,0.3,2002,0.53,0
"114-hr-5203",15,0.25,1502,0.62,0
"114-hr-5204",1,0.56,107,0.86,0
"114-hr-5205",7,0.29,705,0.45,0
"114-hr-5206",21,0.84,2101,0.91,0
"114-hr-5207",2,0.33,208,0.86,0
"114-hr-5208",19,0.27,1927,0.72,0
"114-hr-5209",5,0.37,503,0.5,0
"114-hr-521",21,0.81,2102,0.6,0
"114-hr-5210",15,0.2,1525,0.31,0
"114-hr-5211",1,0.24,107,0.38,0
"114-hr-5212",15,0.83,1525,0.62,0
"114-hr-5213",4,0.35,402,0.75,0
"114-hr-5214",12,0.31,1208,0.56,0
"114-hr-5215",15,0.19,1525,0.31,0
"114-hr-5216",15,0.24,1502,0.18,0
"114-hr-5217",19,0.33,1921,0.89,0
"114-hr-5218",12,0.67,1207,0.57,0
"114-hr-5219",3,0.54,321,0.31,0
"114-hr-522",20,0.53,2002,0.83,0
"114-hr-5220",16,0.29,1608,0.3,0
"114-hr-5221",3,0.24,331,0.44,0
"114-hr-5222",19,0.72,1921,0.98,0
"114-hr-5223",21,0.34,2104,0.51,0
"114-hr-5224",9,0.59,900,1,0
"114-hr-5225",15,0.2,1523,0.28,0
"114-hr-5226",20,0.27,2002,0.79,0
"114-hr-5227",20,0.5,2011,0.72,0
"114-hr-5228",20,0.92,2008,1,0
"114-hr-5229",16,0.53,1608,0.78,0
"114-hr-523",15,0.19,1525,0.31,0
"114-hr-5230",15,0.23,1501,0.27,0
"114-hr-5231",15,0.25,1501,0.29,0
"114-hr-5232",3,0.22,332,0.43,0
"114-hr-5233",20,0.52,2002,0.34,0
"114-hr-5234",3,0.8,333,0.66,0
"114-hr-5235",20,1,2008,1,0
"114-hr-5236",15,0.17,1523,0.74,0
"114-hr-5237",15,0.18,1525,0.32,0
"114-hr-5238",13,0.17,1303,0.34,0
"114-hr-5239",15,0.9,1525,0.77,0
"114-hr-524",6,0.72,602,0.51,0
"114-hr-5240",1,0.5,107,0.8,0
"114-hr-5241",3,0.82,302,0.41,0
"114-hr-5242",20,0.71,2002,0.51,0
"114-hr-5243",20,0.18,2000,0.41,0
"114-hr-5244",21,0.51,2101,0.66,0
"114-hr-5245",6,0.27,602,0.6,0
"114-hr-5246",21,0.52,2103,0.7,0
"114-hr-5247",21,0.31,2104,0.82,0
"114-hr-5248",16,0.55,1608,0.94,0
"114-hr-5249",3,0.25,331,0.36,0
"114-hr-525",4,0.38,402,0.77,0
"114-hr-5250",14,0.15,1405,0.54,0
"114-hr-5251",1,0.39,107,0.86,0
"114-hr-5252",20,0.81,2008,0.96,0
"114-hr-5253",15,0.21,1502,0.63,0
"114-hr-5254",14,0.67,1400,0.42,0
"114-hr-5255",15,0.59,1522,0.53,0
"114-hr-5256",10,0.23,1003,0.66,0
"114-hr-5257",16,0.59,1608,0.72,0
"114-hr-5258",15,0.16,1525,0.3,0
"114-hr-5259",21,0.54,2102,0.68,0
"114-hr-526",15,0.19,1525,0.27,0
"114-hr-5260",12,0.24,1201,0.31,0
"114-hr-5261",1,0.39,107,0.77,0
"114-hr-5262",3,0.56,302,0.45,0
"114-hr-5263",3,0.43,398,0.54,0
"114-hr-5264",20,0.82,2011,0.68,0
"114-hr-5265",2,0.5,208,0.57,0
"114-hr-5266",16,0.42,1608,0.8,0
"114-hr-5267",3,0.64,302,0.39,0
"114-hr-5268",3,0.68,302,0.51,0
"114-hr-5269",12,0.22,1207,0.21,0
"114-hr-527",15,0.92,1521,0.98,0
"114-hr-5270",7,0.6,709,0.85,0
"114-hr-5271",7,0.29,709,0.56,0
"114-hr-5272",15,0.21,1525,0.3,0
"114-hr-5273",3,0.89,322,0.3,0
"114-hr-5274",6,0.7,601,0.95,0
"114-hr-5275",6,0.54,602,0.74,0
"114-hr-5276",20,0.37,2001,0.6,0
"114-hr-5277",20,0.15,2002,0.38,0
"114-hr-5278",20,0.5,2002,0.6,0
"114-hr-5279",15,0.2,1525,0.31,0
"114-hr-528",21,0.41,2101,0.58,0
"114-hr-5280",16,0.81,1610,0.43,0
"114-hr-5281",7,0.7,709,0.96,0
"114-hr-5282",15,0.9,1504,0.54,0
"114-hr-5283",2,0.36,208,0.34,0
"114-hr-5284",15,0.22,1525,0.3,0
"114-hr-5285",19,0.49,1925,0.71,0
"114-hr-5286",3,0.56,302,0.24,0
"114-hr-5287",3,0.45,302,0.65,0
"114-hr-5288",8,0.85,800,0.36,0
"114-hr-5289",8,0.7,800,0.39,0
"114-hr-529",5,0.4,503,0.92,0
"114-hr-5290",14,0.44,1409,0.44,0
"114-hr-5291",15,0.92,1525,0.81,0
"114-hr-5292",7,0.27,705,0.54,0
"114-hr-5293",16,0.7,1600,0.42,0
"114-hr-5294",6,0.51,601,0.72,0
"114-hr-5295",1,0.18,100,0.36,0
"114-hr-5296",15,0.2,1525,0.3,0
"114-hr-5297",15,0.63,1504,0.6,0
"114-hr-5298",4,0.43,403,0.65,0
"114-hr-5299",20,0.51,2006,0.84,0
"114-hr-53",6,0.4,601,0.61,0
"114-hr-530",9,0.49,900,1,0
"114-hr-5300",21,0.47,2101,0.95,0
"114-hr-5301",12,0.18,1201,0.23,0
"114-hr-5302",8,0.9,802,0.82,0
"114-hr-5303",21,0.67,2104,0.88,0
"114-hr-5304",3,0.71,331,0.41,0
"114-hr-5305",21,0.87,2101,0.99,0
"114-hr-5306",15,0.19,1525,0.24,0
"114-hr-5307",7,0.14,709,0.54,0
"114-hr-5308",15,0.19,1501,0.3,0
"114-hr-5309",20,1,2008,1,0
"114-hr-531",3,0.22,398,0.84,0
"114-hr-5310",6,0.94,601,0.95,0
"114-hr-5311",20,0.46,2002,0.62,0
"114-hr-5312",17,0.3,1798,0.48,0
"114-hr-5313",21,0.43,2104,0.76,0
"114-hr-5314",3,0.2,342,0.53,0
"114-hr-5315",12,0.3,1204,0.38,0
"114-hr-5316",15,0.17,1525,0.3,0
"114-hr-5317",3,0.66,322,0.41,0
"114-hr-5318",15,0.2,1525,0.31,0
"114-hr-5319",1,0.53,105,0.84,0
"114-hr-532",20,0.5,2004,0.78,0
"114-hr-5320",13,0.59,1303,0.91,0
"114-hr-5321",15,0.19,1525,0.3,0
"114-hr-5322",15,0.36,1502,0.43,0
"114-hr-5323",17,0.55,1706,0.4,0
"114-hr-5324",3,0.8,302,0.39,0
"114-hr-5325",20,0.47,2000,0.32,0
"114-hr-5326",8,0.57,800,0.46,0
"114-hr-5327",3,0.86,333,0.6,0
"114-hr-5328",15,0.2,1525,0.31,0
"114-hr-5329",16,0.2,1615,0.6,0
"114-hr-533",21,0.98,2102,0.87,0
"114-hr-5330",15,0.2,1525,0.31,0
"114-hr-5331",3,0.79,301,0.46,0
"114-hr-5332",19,0.23,1921,0.53,0
"114-hr-5333",15,0.19,1525,0.31,0
"114-hr-5334",7,0.49,709,0.79,0
"114-hr-5335",3,0.17,321,0.26,0
"114-hr-5336",15,0.3,1524,0.37,0
"114-hr-5337",16,0.35,1608,0.77,0
"114-hr-5338",20,0.19,2002,0.71,0
"114-hr-5339",20,0.5,2002,0.6,0
"114-hr-534",15,0.2,1525,0.31,0
"114-hr-5340",15,0.2,1525,0.31,0
"114-hr-5341",10,0.66,1003,0.94,0
"114-hr-5342",15,0.32,1525,0.38,0
"114-hr-5343",15,0.19,1525,0.27,0
"114-hr-5344",20,0.15,2002,0.5,0
"114-hr-5345",12,0.45,1210,0.23,0
"114-hr-5346",4,0.5,402,0.46,0
"114-hr-5347",13,0.74,1304,0.51,0
"114-hr-5348",20,0.14,2002,0.55,0
"114-hr-5349",8,0.84,800,0.45,0
"114-hr-535",16,0.49,1699,0.48,0
"114-hr-5350",8,0.9,800,0.44,0
"114-hr-5351",16,0.89,1619,0.74,0
"114-hr-5352",2,0.56,206,0.67,0
"114-hr-5353",21,0.89,2101,0.87,0
"114-hr-5354",3,0.13,334,0.27,0
"114-hr-5355",10,0.5,1002,0.42,0
"114-hr-5356",20,1,2008,1,0
"114-hr-5357",15,0.21,1525,0.23,0
"114-hr-5358",21,0.46,2101,0.91,0
"114-hr-5359",10,0.46,1002,0.91,0
"114-hr-536",1,0.56,107,0.84,0
"114-hr-5360",4,0.17,405,0.36,0
"114-hr-5361",20,0.36,2008,0.47,0
"114-hr-5362",3,0.97,333,0.55,0
"114-hr-5363",16,0.79,1699,0.89,0
"114-hr-5364",15,0.2,1525,0.31,0
"114-hr-5365",15,0.19,1525,0.28,0
"114-hr-5366",15,0.2,1525,0.31,0
"114-hr-5367",15,0.26,1502,0.6,0
"114-hr-5368",12,0.13,1204,0.21,0
"114-hr-5369",7,0.23,709,0.58,0
"114-hr-537",15,0.36,1504,0.36,0
"114-hr-5370",8,0.18,801,0.73,0
"114-hr-5371",21,0.89,2101,0.96,0
"114-hr-5372",20,0.2,2004,0.18,0
"114-hr-5373",15,0.19,1525,0.3,0
"114-hr-5374",15,0.71,1521,0.96,0
"114-hr-5375",3,0.36,302,0.28,0
"114-hr-5376",20,0.39,2001,0.43,0
"114-hr-5377",20,0.94,2002,0.79,0
"114-hr-5378",17,0.4,1798,0.65,0
"114-hr-5379",21,0.47,2102,0.71,0
"114-hr-538",8,0.59,800,0.55,0
"114-hr-5380",6,0.34,601,0.82,0
"114-hr-5381",1,0.34,107,0.86,0
"114-hr-5382",6,0.6,601,0.95,0
"114-hr-5383",15,0.31,1504,0.51,0
"114-hr-5384",20,0.46,2002,0.57,0
"114-hr-5385",16,0.85,1615,0.93,0
"114-hr-5386",1,0.57,107,0.77,0
"114-hr-5387",15,0.22,1525,0.27,0
"114-hr-5388",15,0.15,1525,0.26,0
"114-hr-5389",17,0.19,1709,0.41,0
"114-hr-539",3,0.8,302,0.26,0
"114-hr-5390",7,0.23,709,0.37,0
"114-hr-5391",8,0.19,801,0.73,0
"114-hr-5392",16,0.52,1608,0.76,0
"114-hr-5393",20,0.32,2000,0.43,0
"114-hr-5394",10,0.37,1000,0.26,0
"114-hr-5395",15,0.2,1525,0.31,0
"114-hr-5396",3,0.63,302,0.5,0
"114-hr-5397",21,0.89,2101,0.66,0
"114-hr-5398",9,0.85,900,1,0
"114-hr-5399",3,0.73,302,0.35,0
"114-hr-54",21,0.19,2101,0.7,0
"114-hr-540",15,0.33,1525,0.37,0
"114-hr-5400",21,0.36,2105,0.89,0
"114-hr-5401",15,0.25,1501,0.38,0
"114-hr-5402",21,0.46,2104,0.45,0
"114-hr-5403",12,0.38,1201,0.55,0
"114-hr-5404",3,0.57,321,0.56,0
"114-hr-5405",3,0.81,301,0.26,0
"114-hr-5406",15,0.2,1525,0.31,0
"114-hr-5407",14,0.56,1407,0.57,0
"114-hr-5408",12,0.22,1201,0.2,0
"114-hr-5409",13,0.65,1304,0.53,0
"114-hr-541",15,0.2,1525,0.3,0
"114-hr-5410",3,0.81,302,0.59,0
"114-hr-5411",3,0.68,302,0.33,0
"114-hr-5412",21,0.83,2102,0.94,0
"114-hr-5413",15,0.24,1501,0.38,0
"114-hr-5414",15,0.2,1525,0.31,0
"114-hr-5415",6,0.56,601,0.59,0
"114-hr-5416",3,0.74,302,0.74,0
"114-hr-5417",21,0.22,2102,0.46,0
"114-hr-5418",2,0.18,208,0.82,0
"114-hr-5419",15,0.66,1501,0.44,0
"114-hr-542",3,0.74,301,0.25,0
"114-hr-5420",21,0.72,2101,0.89,0
"114-hr-5421",15,0.38,1502,0.83,0
"114-hr-5422",12,0.28,1201,0.27,0
"114-hr-5423",15,0.15,1525,0.27,0
"114-hr-5424",15,0.2,1502,0.25,0
"114-hr-5425",20,0.63,2030,0.38,0
"114-hr-5426",12,0.39,1201,0.3,0
"114-hr-5427",6,0.67,601,0.74,0
"114-hr-5428",16,0.72,1608,0.7,0
"114-hr-5429",20,0.27,2002,0.84,0
"114-hr-543",3,0.95,302,0.57,0
"114-hr-5430",7,0.46,701,0.47,0
"114-hr-5431",3,0.59,302,0.46,0
"114-hr-5432",3,0.59,321,0.55,0
"114-hr-5433",21,0.52,2102,0.6,0
"114-hr-5434",15,0.27,1504,0.38,0
"114-hr-5435",3,0.57,302,0.36,0
"114-hr-5436",3,0.54,301,0.29,0
"114-hr-5437",21,0.56,2102,0.92,0
"114-hr-5438",15,0.32,1521,0.38,0
"114-hr-5439",20,0.63,2012,0.75,0
"114-hr-544",20,0.28,2002,0.53,0
"114-hr-5440",8,0.66,806,0.65,0
"114-hr-5441",21,0.22,2101,0.41,0
"114-hr-5442",15,0.17,1501,0.22,0
"114-hr-5443",15,0.25,1501,0.38,0
"114-hr-5444",7,0.21,709,0.69,0
"114-hr-5445",3,0.79,302,0.41,0
"114-hr-5446",19,0.48,1901,0.29,0
"114-hr-5447",15,0.55,1521,0.9,0
"114-hr-5448",16,0.89,1608,0.98,0
"114-hr-5449",20,0.41,2002,0.61,0
"114-hr-545",15,0.2,1525,0.31,0
"114-hr-5450",13,0.26,1303,0.62,0
"114-hr-5451",7,0.61,709,0.74,0
"114-hr-5452",3,0.53,301,0.48,0
"114-hr-5453",15,0.22,1525,0.4,0
"114-hr-5454",15,0.2,1525,0.31,0
"114-hr-5455",15,0.93,1525,0.73,0
"114-hr-5456",12,0.22,1208,0.56,0
"114-hr-5457",21,0.67,2101,0.81,0
"114-hr-5458",16,0.56,1608,0.76,0
"114-hr-5459",15,0.2,1525,0.25,0
"114-hr-546",15,0.2,1525,0.31,0
"114-hr-5460",17,0.32,1709,0.37,0
"114-hr-5461",15,0.21,1501,0.25,0
"114-hr-5462",3,0.95,332,0.61,0
"114-hr-5463",15,0.2,1525,0.31,0
"114-hr-5464",8,0.8,800,0.43,0
"114-hr-5465",15,0.92,1525,0.44,0
"114-hr-5466",17,0.19,1709,0.27,0
"114-hr-5467",21,0.27,2101,0.46,0
"114-hr-5468",21,0.98,2104,0.89,0
"114-hr-5469",19,0.69,1927,0.43,0
"114-hr-547",15,0.27,1526,0.6,0
"114-hr-5470",19,0.22,1927,0.55,0
"114-hr-5471",19,0.19,1927,0.64,0
"114-hr-5472",20,0.2,2002,0.64,0
"114-hr-5473",12,0.42,1208,0.6,0
"114-hr-5474",2,0.29,208,0.48,0
"114-hr-5475",3,0.8,302,0.33,0
"114-hr-5476",20,0.22,2002,0.35,0
"114-hr-5477",15,0.16,1525,0.31,0
"114-hr-5478",15,0.2,1525,0.31,0
"114-hr-5479",20,0.18,2002,0.52,0
"114-hr-548",12,0.24,1201,0.32,0
"114-hr-5480",15,0.2,1525,0.31,0
"114-hr-5481",3,0.17,331,0.31,0
"114-hr-5482",3,0.68,332,0.33,0
"114-hr-5483",8,0.97,802,0.98,0
"114-hr-5484",19,0.36,1927,0.8,0
"114-hr-5485",20,0.38,2002,0.35,0
"114-hr-5486",21,0.98,2102,0.88,0
"114-hr-5487",6,0.66,601,0.91,0
"114-hr-5488",2,0.34,206,0.55,0
"114-hr-5489",4,0.48,402,0.68,0
"114-hr-549",15,0.18,1525,0.3,0
"114-hr-5490",15,0.98,1504,0.56,0
"114-hr-5491",15,0.74,1525,0.93,0
"114-hr-5492",15,0.2,1525,0.31,0
"114-hr-5493",15,0.2,1525,0.31,0
"114-hr-5494",15,0.2,1525,0.3,0
"114-hr-5495",19,0.78,1927,0.84,0
"114-hr-5496",13,0.43,1308,0.75,0
"114-hr-5497",3,0.35,322,0.61,0
"114-hr-5498",15,0.2,1525,0.3,0
"114-hr-5499",20,0.45,2002,0.76,0
"114-hr-55",15,0.2,1525,0.31,0
"114-hr-550",15,0.24,1501,0.38,0
"114-hr-5500",12,0.18,1207,0.2,0
"114-hr-5501",16,0.54,1608,0.77,0
"114-hr-5502",15,0.55,1501,0.54,0
"114-hr-5503",13,0.29,1303,0.64,0
"114-hr-5504",19,0.78,1927,0.84,0
"114-hr-5505",20,0.2,2002,0.68,0
"114-hr-5506",3,0.52,321,0.21,0
"114-hr-5507",15,0.25,1501,0.38,0
"114-hr-5508",15,0.44,1521,0.58,0
"114-hr-5509",20,0.44,2008,0.93,0
"114-hr-551",15,0.19,1501,0.38,0
"114-hr-5510",20,0.27,2002,0.6,0
"114-hr-5511",15,0.35,1501,0.77,0
"114-hr-5512",12,0.59,1206,0.49,0
"114-hr-5513",15,0.2,1525,0.31,0
"114-hr-5514",21,0.42,2101,0.82,0
"114-hr-5515",20,0.37,2012,0.64,0
"114-hr-5516",6,0.35,601,0.46,0
"114-hr-5517",6,0.86,602,0.52,0
"114-hr-5518",13,0.56,1308,0.85,0
"114-hr-5519",13,0.58,1308,0.86,0
"114-hr-552",20,0.58,2014,0.95,0
"114-hr-5520",21,0.79,2103,0.53,0
"114-hr-5521",15,0.2,1525,0.31,0
"114-hr-5522",15,0.96,1525,0.45,0
"114-hr-5523",15,0.22,1525,0.34,0
"114-hr-5524",12,0.45,1204,0.73,0
"114-hr-5525",15,0.17,1501,0.37,0
"114-hr-5526",16,0.57,1608,0.51,0
"114-hr-5527",20,0.26,2002,0.67,0
"114-hr-5528",6,0.67,601,0.76,0
"114-hr-5529",6,0.98,601,0.96,0
"114-hr-553",6,0.89,601,0.97,0
"114-hr-5530",15,0.13,1501,0.3,0
"114-hr-5531",10,0.89,1007,0.66,0
"114-hr-5532",12,0.49,1209,0.56,0
"114-hr-5533",12,0.35,1207,0.47,0
"114-hr-5534",5,0.6,502,0.67,0
"114-hr-5535",6,0.83,602,0.5,0
"114-hr-5536",10,0.44,1007,0.87,0
"114-hr-5537",15,0.2,1525,0.31,0
"114-hr-5538",21,0.37,2100,0.34,0
"114-hr-5539",15,0.25,1525,0.18,0
"114-hr-554",6,0.98,601,0.56,0
"114-hr-5540",16,0.71,1608,0.64,0
"114-hr-5541",15,0.48,1501,0.6,0
"114-hr-5542",3,0.38,301,0.28,0
"114-hr-5543",3,0.56,325,0.22,0
"114-hr-5544",19,0.18,1927,0.59,0
"114-hr-5545",12,0.18,1201,0.18,0
"114-hr-5546",12,0.55,1201,0.28,0
"114-hr-5547",3,0.96,302,0.45,0
"114-hr-5548",16,0.89,1608,0.79,0
"114-hr-5549",3,0.56,398,0.75,0
"114-hr-555",15,0.28,1502,0.48,0
"114-hr-5550",6,0.26,601,0.45,0
"114-hr-5551",1,0.2,105,0.77,0
"114-hr-5552",3,0.21,321,0.26,0
"114-hr-5553",15,0.89,1502,0.77,0
"114-hr-5554",20,0.73,2008,0.63,0
"114-hr-5555",3,0.64,302,0.34,0
"114-hr-5556",21,0.63,2101,0.92,0
"114-hr-5557",1,0.53,107,0.84,0
"114-hr-5558",10,0.45,1002,0.48,0
"114-hr-5559",3,0.52,322,0.46,0
"114-hr-556",3,0.28,331,0.47,0
"114-hr-5560",12,0.25,1201,0.31,0
"114-hr-5561",20,0.7,2006,0.83,0
"114-hr-5562",3,0.79,323,0.42,0
"114-hr-5563",10,0.3,1003,0.71,0
"114-hr-5564",21,0.68,2101,0.89,0
"114-hr-5565",21,0.75,2103,0.64,0
"114-hr-5566",16,0.46,1608,0.45,0
"114-hr-5567",6,0.7,601,0.98,0
"114-hr-5568",19,0.23,1927,0.66,0
"114-hr-5569",15,0.96,1525,0.6,0
"114-hr-557",5,0.25,503,0.82,0
"114-hr-5570",21,0.5,2103,0.54,0
"114-hr-5571",2,0.34,202,0.34,0
"114-hr-5572",15,0.92,1525,0.8,0
"114-hr-5573",3,0.33,321,0.48,0
"114-hr-5574",5,0.36,503,0.43,0
